"completion_code","source_type","question","response","condition"
"tnvyypzj","helpful","trust",90,"With"
"tnvyypzj","helpful","improve",91,"With"
"xpv2212l","helpful","trust",85,"With"
"xpv2212l","helpful","improve",84,"With"
"xpv2212l","opposite","trust",6,"With"
"xpv2212l","opposite","improve",3,"With"
"xpv2212l","random","trust",0,"With"
"xpv2212l","random","improve",0,"With"
"xpv2212l","bluebias","trust",34,"With"
"xpv2212l","bluebias","improve",26,"With"
"djtn3kql","bluebias","trust",74,"With"
"djtn3kql","bluebias","improve",86,"With"
"djtn3kql","random","trust",25,"With"
"djtn3kql","random","improve",57,"With"
"djtn3kql","opposite","trust",4,"With"
"djtn3kql","opposite","improve",88,"With"
"djtn3kql","helpful","trust",74,"With"
"djtn3kql","helpful","improve",89,"With"
"upd5hxem","opposite","trust",10,"With"
"upd5hxem","opposite","improve",86,"With"
"upd5hxem","random","trust",7,"With"
"upd5hxem","random","improve",24,"With"
"upd5hxem","helpful","trust",78,"With"
"upd5hxem","helpful","improve",74,"With"
"upd5hxem","bluebias","trust",71,"With"
"upd5hxem","bluebias","improve",72,"With"
"b2u6r871","opposite","trust",64,"With"
"b2u6r871","opposite","improve",42,"With"
"b2u6r871","helpful","trust",93,"With"
"b2u6r871","helpful","improve",93,"With"
"b2u6r871","bluebias","trust",58,"With"
"b2u6r871","bluebias","improve",58,"With"
"b2u6r871","random","trust",20,"With"
"b2u6r871","random","improve",27,"With"
"a2juvku1","helpful","trust",79,"With"
"a2juvku1","helpful","improve",67,"With"
"a2juvku1","opposite","trust",24,"With"
"a2juvku1","opposite","improve",25,"With"
"a2juvku1","random","trust",6,"With"
"a2juvku1","random","improve",23,"With"
"a2juvku1","bluebias","trust",28,"With"
"a2juvku1","bluebias","improve",42,"With"
"a46wwr88","opposite","trust",0,"With"
"a46wwr88","opposite","improve",0,"With"
"a46wwr88","bluebias","trust",98,"With"
"a46wwr88","bluebias","improve",100,"With"
"a46wwr88","helpful","trust",81,"With"
"a46wwr88","helpful","improve",89,"With"
"a46wwr88","random","trust",37,"With"
"a46wwr88","random","improve",28,"With"
"quyu5021","random","trust",21,"With"
"quyu5021","random","improve",24,"With"
"quyu5021","bluebias","trust",0,"With"
"quyu5021","bluebias","improve",0,"With"
"quyu5021","opposite","trust",10,"With"
"quyu5021","opposite","improve",14,"With"
"quyu5021","helpful","trust",100,"With"
"quyu5021","helpful","improve",100,"With"
"uh2ltc62","helpful","trust",100,"With"
"uh2ltc62","helpful","improve",100,"With"
"uh2ltc62","bluebias","trust",32,"With"
"uh2ltc62","bluebias","improve",22,"With"
"uh2ltc62","opposite","trust",0,"With"
"uh2ltc62","opposite","improve",100,"With"
"uh2ltc62","random","trust",0,"With"
"uh2ltc62","random","improve",0,"With"
"3g586t5p","helpful","trust",92,"With"
"3g586t5p","helpful","improve",100,"With"
"3g586t5p","opposite","trust",28,"With"
"3g586t5p","opposite","improve",74,"With"
"3g586t5p","bluebias","trust",65,"With"
"3g586t5p","bluebias","improve",90,"With"
"3g586t5p","random","trust",42,"With"
"3g586t5p","random","improve",61,"With"
"evo31suv","random","trust",16,"With"
"evo31suv","random","improve",0,"With"
"evo31suv","bluebias","trust",24,"With"
"evo31suv","bluebias","improve",24,"With"
"evo31suv","opposite","trust",0,"With"
"evo31suv","opposite","improve",1,"With"
"evo31suv","helpful","trust",96,"With"
"evo31suv","helpful","improve",93,"With"
"gme3u3n7","helpful","trust",38,"With"
"gme3u3n7","helpful","improve",49,"With"
"gme3u3n7","opposite","trust",0,"With"
"gme3u3n7","opposite","improve",100,"With"
"gme3u3n7","bluebias","trust",0,"With"
"gme3u3n7","bluebias","improve",60,"With"
"gme3u3n7","random","trust",0,"With"
"gme3u3n7","random","improve",0,"With"
"m6wpf6z8","random","trust",7,"With"
"m6wpf6z8","random","improve",7,"With"
"m6wpf6z8","opposite","trust",0,"With"
"m6wpf6z8","opposite","improve",0,"With"
"m6wpf6z8","bluebias","trust",62,"With"
"m6wpf6z8","bluebias","improve",71,"With"
"m6wpf6z8","helpful","trust",71,"With"
"m6wpf6z8","helpful","improve",76,"With"
"rlqv1xue","random","trust",75,"With"
"rlqv1xue","random","improve",74,"With"
"rlqv1xue","helpful","trust",100,"With"
"rlqv1xue","helpful","improve",100,"With"
"rlqv1xue","opposite","trust",25,"With"
"rlqv1xue","opposite","improve",24,"With"
"rlqv1xue","bluebias","trust",74,"With"
"rlqv1xue","bluebias","improve",76,"With"
"s1g3px8g","opposite","trust",0,"With"
"s1g3px8g","opposite","improve",24,"With"
"s1g3px8g","random","trust",0,"With"
"s1g3px8g","random","improve",0,"With"
"s1g3px8g","bluebias","trust",73,"With"
"s1g3px8g","bluebias","improve",75,"With"
"s1g3px8g","helpful","trust",75,"With"
"s1g3px8g","helpful","improve",75,"With"
"t042j0zp","bluebias","trust",24,"With"
"t042j0zp","bluebias","improve",75,"With"
"t042j0zp","helpful","trust",100,"With"
"t042j0zp","helpful","improve",100,"With"
"t042j0zp","random","trust",0,"With"
"t042j0zp","random","improve",11,"With"
"t042j0zp","opposite","trust",0,"With"
"t042j0zp","opposite","improve",83,"With"
"4fhclpht","bluebias","trust",50,"With"
"4fhclpht","bluebias","improve",50,"With"
"4fhclpht","helpful","trust",87,"With"
"4fhclpht","helpful","improve",100,"With"
"4fhclpht","opposite","trust",0,"With"
"4fhclpht","opposite","improve",76,"With"
"4fhclpht","random","trust",0,"With"
"4fhclpht","random","improve",0,"With"
"c1xhoekk","helpful","trust",85,"With"
"c1xhoekk","helpful","improve",77,"With"
"c1xhoekk","bluebias","trust",78,"With"
"c1xhoekk","bluebias","improve",50,"With"
"c1xhoekk","opposite","trust",76,"With"
"c1xhoekk","opposite","improve",72,"With"
"c1xhoekk","random","trust",75,"With"
"c1xhoekk","random","improve",74,"With"
"ekwqrvsn","helpful","trust",75,"With"
"ekwqrvsn","helpful","improve",79,"With"
"ekwqrvsn","opposite","trust",13,"With"
"ekwqrvsn","opposite","improve",71,"With"
"ekwqrvsn","bluebias","trust",8,"With"
"ekwqrvsn","bluebias","improve",24,"With"
"ekwqrvsn","random","trust",21,"With"
"ekwqrvsn","random","improve",21,"With"
"j0y1tne5","opposite","trust",68,"With"
"j0y1tne5","opposite","improve",69,"With"
"j0y1tne5","random","trust",66,"With"
"j0y1tne5","random","improve",77,"With"
"j0y1tne5","helpful","trust",100,"With"
"j0y1tne5","helpful","improve",100,"With"
"j0y1tne5","bluebias","trust",79,"With"
"j0y1tne5","bluebias","improve",86,"With"
"kqatkrvg","bluebias","trust",35,"With"
"kqatkrvg","bluebias","improve",17,"With"
"kqatkrvg","opposite","trust",0,"With"
"kqatkrvg","opposite","improve",6,"With"
"kqatkrvg","random","trust",5,"With"
"kqatkrvg","random","improve",0,"With"
"kqatkrvg","helpful","trust",73,"With"
"kqatkrvg","helpful","improve",64,"With"
"q0el8a0f","random","trust",11,"With"
"q0el8a0f","random","improve",24,"With"
"q0el8a0f","helpful","trust",94,"With"
"q0el8a0f","helpful","improve",93,"With"
"q0el8a0f","bluebias","trust",70,"With"
"q0el8a0f","bluebias","improve",65,"With"
"q0el8a0f","opposite","trust",0,"With"
"q0el8a0f","opposite","improve",0,"With"
"w37sv06m","opposite","trust",34,"With"
"w37sv06m","opposite","improve",20,"With"
"w37sv06m","helpful","trust",77,"With"
"w37sv06m","helpful","improve",91,"With"
"w37sv06m","random","trust",29,"With"
"w37sv06m","random","improve",59,"With"
"w37sv06m","bluebias","trust",73,"With"
"w37sv06m","bluebias","improve",81,"With"
"e0lvdrny","random","trust",13,"With"
"e0lvdrny","random","improve",0,"With"
"e0lvdrny","bluebias","trust",100,"With"
"e0lvdrny","bluebias","improve",100,"With"
"e0lvdrny","opposite","trust",0,"With"
"e0lvdrny","opposite","improve",100,"With"
"e0lvdrny","helpful","trust",75,"With"
"e0lvdrny","helpful","improve",75,"With"
"k52e71hc","bluebias","trust",73,"With"
"k52e71hc","bluebias","improve",67,"With"
"k52e71hc","opposite","trust",0,"With"
"k52e71hc","opposite","improve",9,"With"
"k52e71hc","helpful","trust",92,"With"
"k52e71hc","helpful","improve",91,"With"
"k52e71hc","random","trust",25,"With"
"k52e71hc","random","improve",24,"With"
"565sx8x5","helpful","trust",82,"With"
"565sx8x5","helpful","improve",85,"With"
"565sx8x5","bluebias","trust",26,"With"
"565sx8x5","bluebias","improve",23,"With"
"565sx8x5","random","trust",3,"With"
"565sx8x5","random","improve",1,"With"
"565sx8x5","opposite","trust",0,"With"
"565sx8x5","opposite","improve",0,"With"
"wzvtvg06","opposite","trust",0,"With"
"wzvtvg06","opposite","improve",1,"With"
"wzvtvg06","random","trust",25,"With"
"wzvtvg06","random","improve",0,"With"
"wzvtvg06","helpful","trust",100,"With"
"wzvtvg06","helpful","improve",100,"With"
"wzvtvg06","bluebias","trust",70,"With"
"wzvtvg06","bluebias","improve",74,"With"
"8onp4gvp","random","trust",15,"With"
"8onp4gvp","random","improve",11,"With"
"8onp4gvp","bluebias","trust",51,"With"
"8onp4gvp","bluebias","improve",49,"With"
"8onp4gvp","opposite","trust",0,"With"
"8onp4gvp","opposite","improve",100,"With"
"8onp4gvp","helpful","trust",84,"With"
"8onp4gvp","helpful","improve",76,"With"
"3aw6ekb6","random","trust",59,"With"
"3aw6ekb6","random","improve",53,"With"
"3aw6ekb6","bluebias","trust",55,"With"
"3aw6ekb6","bluebias","improve",41,"With"
"3aw6ekb6","opposite","trust",5,"With"
"3aw6ekb6","opposite","improve",6,"With"
"3aw6ekb6","helpful","trust",91,"With"
"3aw6ekb6","helpful","improve",89,"With"
"3v0oh9e0","helpful","trust",83,"With"
"3v0oh9e0","helpful","improve",73,"With"
"3v0oh9e0","random","trust",39,"With"
"3v0oh9e0","random","improve",57,"With"
"3v0oh9e0","bluebias","trust",67,"With"
"3v0oh9e0","bluebias","improve",76,"With"
"3v0oh9e0","opposite","trust",0,"With"
"3v0oh9e0","opposite","improve",100,"With"
"m1qdo771","bluebias","trust",70,"With"
"m1qdo771","bluebias","improve",86,"With"
"m1qdo771","opposite","trust",0,"With"
"m1qdo771","opposite","improve",24,"With"
"m1qdo771","random","trust",26,"With"
"m1qdo771","random","improve",23,"With"
"m1qdo771","helpful","trust",74,"With"
"m1qdo771","helpful","improve",76,"With"
"mckknsz5","opposite","trust",0,"With"
"mckknsz5","opposite","improve",0,"With"
"mckknsz5","helpful","trust",76,"With"
"mckknsz5","helpful","improve",100,"With"
"mckknsz5","bluebias","trust",75,"With"
"mckknsz5","bluebias","improve",75,"With"
"mckknsz5","random","trust",27,"With"
"mckknsz5","random","improve",27,"With"
"p37t8jrk","helpful","trust",72,"With"
"p37t8jrk","helpful","improve",57,"With"
"p37t8jrk","random","trust",22,"With"
"p37t8jrk","random","improve",23,"With"
"p37t8jrk","bluebias","trust",62,"With"
"p37t8jrk","bluebias","improve",60,"With"
"p37t8jrk","opposite","trust",26,"With"
"p37t8jrk","opposite","improve",28,"With"
"pwsx26uu","random","trust",23,"With"
"pwsx26uu","random","improve",6,"With"
"pwsx26uu","bluebias","trust",83,"With"
"pwsx26uu","bluebias","improve",86,"With"
"pwsx26uu","helpful","trust",86,"With"
"pwsx26uu","helpful","improve",88,"With"
"pwsx26uu","opposite","trust",6,"With"
"pwsx26uu","opposite","improve",71,"With"
"sh9kmf84","bluebias","trust",50,"With"
"sh9kmf84","bluebias","improve",55,"With"
"sh9kmf84","opposite","trust",24,"With"
"sh9kmf84","opposite","improve",26,"With"
"sh9kmf84","helpful","trust",100,"With"
"sh9kmf84","helpful","improve",100,"With"
"sh9kmf84","random","trust",27,"With"
"sh9kmf84","random","improve",28,"With"
"yfqdozza","helpful","trust",75,"With"
"yfqdozza","helpful","improve",64,"With"
"yfqdozza","opposite","trust",7,"With"
"yfqdozza","opposite","improve",0,"With"
"yfqdozza","random","trust",65,"With"
"yfqdozza","random","improve",53,"With"
"yfqdozza","bluebias","trust",71,"With"
"yfqdozza","bluebias","improve",70,"With"
"yhw67vny","random","trust",50,"With"
"yhw67vny","random","improve",50,"With"
"yhw67vny","bluebias","trust",72,"With"
"yhw67vny","bluebias","improve",73,"With"
"yhw67vny","helpful","trust",97,"With"
"yhw67vny","helpful","improve",100,"With"
"yhw67vny","opposite","trust",0,"With"
"yhw67vny","opposite","improve",0,"With"
"zbusl0q2","helpful","trust",95,"With"
"zbusl0q2","helpful","improve",100,"With"
"zbusl0q2","bluebias","trust",73,"With"
"zbusl0q2","bluebias","improve",75,"With"
"zbusl0q2","random","trust",24,"With"
"zbusl0q2","random","improve",37,"With"
"zbusl0q2","opposite","trust",0,"With"
"zbusl0q2","opposite","improve",11,"With"
"4npept6m","opposite","trust",1,"With"
"4npept6m","opposite","improve",76,"With"
"4npept6m","bluebias","trust",96,"With"
"4npept6m","bluebias","improve",91,"With"
"4npept6m","helpful","trust",56,"With"
"4npept6m","helpful","improve",76,"With"
"4npept6m","random","trust",9,"With"
"4npept6m","random","improve",23,"With"
"5quhaxf6","random","trust",0,"With"
"5quhaxf6","random","improve",77,"With"
"5quhaxf6","bluebias","trust",75,"With"
"5quhaxf6","bluebias","improve",100,"With"
"5quhaxf6","helpful","trust",100,"With"
"5quhaxf6","helpful","improve",100,"With"
"5quhaxf6","opposite","trust",0,"With"
"5quhaxf6","opposite","improve",77,"With"
"kn2g5rkf","helpful","trust",97,"With"
"kn2g5rkf","helpful","improve",88,"With"
"kn2g5rkf","random","trust",25,"With"
"kn2g5rkf","random","improve",72,"With"
"kn2g5rkf","opposite","trust",76,"With"
"kn2g5rkf","opposite","improve",79,"With"
"kn2g5rkf","bluebias","trust",28,"With"
"kn2g5rkf","bluebias","improve",70,"With"
"w265f7l0","bluebias","trust",66,"With"
"w265f7l0","bluebias","improve",66,"With"
"w265f7l0","helpful","trust",85,"With"
"w265f7l0","helpful","improve",82,"With"
"w265f7l0","random","trust",0,"With"
"w265f7l0","random","improve",0,"With"
"w265f7l0","opposite","trust",0,"With"
"w265f7l0","opposite","improve",0,"With"
"vsjrkguh","random","trust",13,"With"
"vsjrkguh","random","improve",17,"With"
"vsjrkguh","bluebias","trust",68,"With"
"vsjrkguh","bluebias","improve",68,"With"
"vsjrkguh","helpful","trust",75,"With"
"vsjrkguh","helpful","improve",69,"With"
"vsjrkguh","opposite","trust",0,"With"
"vsjrkguh","opposite","improve",0,"With"
"7dpjpup9","helpful","trust",66,"With"
"7dpjpup9","helpful","improve",74,"With"
"7dpjpup9","opposite","trust",9,"With"
"7dpjpup9","opposite","improve",20,"With"
"7dpjpup9","random","trust",64,"With"
"7dpjpup9","random","improve",66,"With"
"7dpjpup9","bluebias","trust",59,"With"
"7dpjpup9","bluebias","improve",56,"With"
"bcr6uhje","opposite","trust",85,"With"
"bcr6uhje","opposite","improve",73,"With"
"bcr6uhje","bluebias","trust",86,"With"
"bcr6uhje","bluebias","improve",34,"With"
"bcr6uhje","random","trust",77,"With"
"bcr6uhje","random","improve",78,"With"
"bcr6uhje","helpful","trust",77,"With"
"bcr6uhje","helpful","improve",78,"With"
"cl57jv9e","bluebias","trust",76,"With"
"cl57jv9e","bluebias","improve",76,"With"
"cl57jv9e","helpful","trust",75,"With"
"cl57jv9e","helpful","improve",74,"With"
"cl57jv9e","opposite","trust",24,"With"
"cl57jv9e","opposite","improve",50,"With"
"cl57jv9e","random","trust",35,"With"
"cl57jv9e","random","improve",36,"With"
"uxynf790","random","trust",14,"With"
"uxynf790","random","improve",53,"With"
"uxynf790","bluebias","trust",79,"With"
"uxynf790","bluebias","improve",90,"With"
"uxynf790","opposite","trust",10,"With"
"uxynf790","opposite","improve",98,"With"
"uxynf790","helpful","trust",75,"With"
"uxynf790","helpful","improve",91,"With"
"3dauepxj","bluebias","trust",100,"With"
"3dauepxj","bluebias","improve",100,"With"
"3dauepxj","helpful","trust",84,"With"
"3dauepxj","helpful","improve",90,"With"
"3dauepxj","opposite","trust",0,"With"
"3dauepxj","opposite","improve",0,"With"
"3dauepxj","random","trust",3,"With"
"3dauepxj","random","improve",9,"With"
"gafhb394","helpful","trust",100,"With"
"gafhb394","helpful","improve",100,"With"
"gafhb394","bluebias","trust",32,"With"
"gafhb394","bluebias","improve",62,"With"
"gafhb394","random","trust",0,"With"
"gafhb394","random","improve",0,"With"
"gafhb394","opposite","trust",0,"With"
"gafhb394","opposite","improve",0,"With"
"jyhmjbk4","opposite","trust",8,"With"
"jyhmjbk4","opposite","improve",6,"With"
"jyhmjbk4","random","trust",0,"With"
"jyhmjbk4","random","improve",0,"With"
"jyhmjbk4","bluebias","trust",64,"With"
"jyhmjbk4","bluebias","improve",56,"With"
"jyhmjbk4","helpful","trust",68,"With"
"jyhmjbk4","helpful","improve",67,"With"
"ksk55upb","opposite","trust",0,"With"
"ksk55upb","opposite","improve",0,"With"
"ksk55upb","helpful","trust",75,"With"
"ksk55upb","helpful","improve",75,"With"
"ksk55upb","bluebias","trust",76,"With"
"ksk55upb","bluebias","improve",75,"With"
"ksk55upb","random","trust",0,"With"
"ksk55upb","random","improve",0,"With"
"oc1b521j","helpful","trust",75,"With"
"oc1b521j","helpful","improve",51,"With"
"oc1b521j","bluebias","trust",77,"With"
"oc1b521j","bluebias","improve",48,"With"
"oc1b521j","opposite","trust",75,"With"
"oc1b521j","opposite","improve",49,"With"
"oc1b521j","random","trust",76,"With"
"oc1b521j","random","improve",50,"With"
"tjdwytgr","helpful","trust",98,"With"
"tjdwytgr","helpful","improve",96,"With"
"tjdwytgr","opposite","trust",2,"With"
"tjdwytgr","opposite","improve",5,"With"
"tjdwytgr","bluebias","trust",23,"With"
"tjdwytgr","bluebias","improve",26,"With"
"tjdwytgr","random","trust",37,"With"
"tjdwytgr","random","improve",37,"With"
"uunanwps","bluebias","trust",50,"With"
"uunanwps","bluebias","improve",62,"With"
"uunanwps","random","trust",8,"With"
"uunanwps","random","improve",6,"With"
"uunanwps","opposite","trust",13,"With"
"uunanwps","opposite","improve",94,"With"
"uunanwps","helpful","trust",91,"With"
"uunanwps","helpful","improve",84,"With"
"xd8yunpf","bluebias","trust",74,"With"
"xd8yunpf","bluebias","improve",51,"With"
"xd8yunpf","random","trust",56,"With"
"xd8yunpf","random","improve",47,"With"
"xd8yunpf","opposite","trust",58,"With"
"xd8yunpf","opposite","improve",46,"With"
"xd8yunpf","helpful","trust",64,"With"
"xd8yunpf","helpful","improve",55,"With"
"x9xdhwht","helpful","trust",76,"With"
"x9xdhwht","helpful","improve",69,"With"
"x9xdhwht","opposite","trust",4,"With"
"x9xdhwht","opposite","improve",30,"With"
"x9xdhwht","bluebias","trust",50,"With"
"x9xdhwht","bluebias","improve",50,"With"
"x9xdhwht","random","trust",2,"With"
"x9xdhwht","random","improve",3,"With"
"srrkob22","opposite","trust",0,"With"
"srrkob22","opposite","improve",77,"With"
"srrkob22","random","trust",24,"With"
"srrkob22","random","improve",27,"With"
"srrkob22","helpful","trust",96,"With"
"srrkob22","helpful","improve",76,"With"
"srrkob22","bluebias","trust",100,"With"
"srrkob22","bluebias","improve",87,"With"
"j29eevlm","random","trust",69,"With"
"j29eevlm","random","improve",77,"With"
"j29eevlm","helpful","trust",94,"With"
"j29eevlm","helpful","improve",90,"With"
"j29eevlm","bluebias","trust",35,"With"
"j29eevlm","bluebias","improve",16,"With"
"j29eevlm","opposite","trust",72,"With"
"j29eevlm","opposite","improve",97,"With"
"9ojumkqm","helpful","trust",86,"With"
"9ojumkqm","helpful","improve",88,"With"
"9ojumkqm","opposite","trust",26,"With"
"9ojumkqm","opposite","improve",43,"With"
"9ojumkqm","random","trust",2,"With"
"9ojumkqm","random","improve",12,"With"
"9ojumkqm","bluebias","trust",6,"With"
"9ojumkqm","bluebias","improve",20,"With"
"a050vw1d","bluebias","trust",100,"With"
"a050vw1d","bluebias","improve",100,"With"
"a050vw1d","helpful","trust",100,"With"
"a050vw1d","helpful","improve",100,"With"
"a050vw1d","opposite","trust",0,"With"
"a050vw1d","opposite","improve",100,"With"
"a050vw1d","random","trust",25,"With"
"a050vw1d","random","improve",0,"With"
"jtav0xzz","random","trust",1,"With"
"jtav0xzz","random","improve",2,"With"
"jtav0xzz","bluebias","trust",100,"With"
"jtav0xzz","bluebias","improve",100,"With"
"jtav0xzz","helpful","trust",100,"With"
"jtav0xzz","helpful","improve",100,"With"
"jtav0xzz","opposite","trust",1,"With"
"jtav0xzz","opposite","improve",1,"With"
"wcokcebn","bluebias","trust",72,"With"
"wcokcebn","bluebias","improve",62,"With"
"wcokcebn","random","trust",0,"With"
"wcokcebn","random","improve",0,"With"
"wcokcebn","helpful","trust",93,"With"
"wcokcebn","helpful","improve",95,"With"
"wcokcebn","opposite","trust",10,"With"
"wcokcebn","opposite","improve",57,"With"
"xfoklckh","helpful","trust",74,"With"
"xfoklckh","helpful","improve",78,"With"
"xfoklckh","random","trust",36,"With"
"xfoklckh","random","improve",36,"With"
"xfoklckh","opposite","trust",23,"With"
"xfoklckh","opposite","improve",42,"With"
"xfoklckh","bluebias","trust",71,"With"
"xfoklckh","bluebias","improve",69,"With"
"c2zkc0ed","opposite","trust",4,"With"
"c2zkc0ed","opposite","improve",39,"With"
"c2zkc0ed","helpful","trust",84,"With"
"c2zkc0ed","helpful","improve",91,"With"
"c2zkc0ed","random","trust",40,"With"
"c2zkc0ed","random","improve",10,"With"
"c2zkc0ed","bluebias","trust",14,"With"
"c2zkc0ed","bluebias","improve",8,"With"
"glymautl","helpful","trust",77,"With"
"glymautl","helpful","improve",76,"With"
"glymautl","random","trust",24,"With"
"glymautl","random","improve",32,"With"
"glymautl","opposite","trust",0,"With"
"glymautl","opposite","improve",21,"With"
"glymautl","bluebias","trust",55,"With"
"glymautl","bluebias","improve",55,"With"
"lnp5xxd8","bluebias","trust",75,"With"
"lnp5xxd8","bluebias","improve",75,"With"
"lnp5xxd8","opposite","trust",0,"With"
"lnp5xxd8","opposite","improve",0,"With"
"lnp5xxd8","random","trust",22,"With"
"lnp5xxd8","random","improve",0,"With"
"lnp5xxd8","helpful","trust",75,"With"
"lnp5xxd8","helpful","improve",76,"With"
"oknbul70","opposite","trust",0,"With"
"oknbul70","opposite","improve",75,"With"
"oknbul70","random","trust",25,"With"
"oknbul70","random","improve",0,"With"
"oknbul70","bluebias","trust",75,"With"
"oknbul70","bluebias","improve",76,"With"
"oknbul70","helpful","trust",74,"With"
"oknbul70","helpful","improve",75,"With"
"u2r4gpnu","helpful","trust",100,"With"
"u2r4gpnu","helpful","improve",74,"With"
"u2r4gpnu","random","trust",49,"With"
"u2r4gpnu","random","improve",73,"With"
"u2r4gpnu","opposite","trust",68,"With"
"u2r4gpnu","opposite","improve",84,"With"
"u2r4gpnu","bluebias","trust",84,"With"
"u2r4gpnu","bluebias","improve",85,"With"
"y5lxbx18","random","trust",12,"With"
"y5lxbx18","random","improve",70,"With"
"y5lxbx18","helpful","trust",83,"With"
"y5lxbx18","helpful","improve",91,"With"
"y5lxbx18","bluebias","trust",73,"With"
"y5lxbx18","bluebias","improve",76,"With"
"y5lxbx18","opposite","trust",1,"With"
"y5lxbx18","opposite","improve",86,"With"
"5fyaccub","helpful","trust",93,"With"
"5fyaccub","helpful","improve",94,"With"
"5fyaccub","random","trust",4,"With"
"5fyaccub","random","improve",7,"With"
"5fyaccub","opposite","trust",0,"With"
"5fyaccub","opposite","improve",75,"With"
"5fyaccub","bluebias","trust",85,"With"
"5fyaccub","bluebias","improve",88,"With"
"szpxfdgu","random","trust",62,"With"
"szpxfdgu","random","improve",57,"With"
"szpxfdgu","opposite","trust",0,"With"
"szpxfdgu","opposite","improve",0,"With"
"szpxfdgu","bluebias","trust",84,"With"
"szpxfdgu","bluebias","improve",80,"With"
"szpxfdgu","helpful","trust",93,"With"
"szpxfdgu","helpful","improve",93,"With"
"tkglrkau","helpful","trust",87,"With"
"tkglrkau","helpful","improve",80,"With"
"tkglrkau","bluebias","trust",55,"With"
"tkglrkau","bluebias","improve",39,"With"
"tkglrkau","opposite","trust",3,"With"
"tkglrkau","opposite","improve",0,"With"
"tkglrkau","random","trust",0,"With"
"tkglrkau","random","improve",0,"With"
"a21psf9z","opposite","trust",26,"With"
"a21psf9z","opposite","improve",76,"With"
"a21psf9z","bluebias","trust",75,"With"
"a21psf9z","bluebias","improve",76,"With"
"a21psf9z","helpful","trust",74,"With"
"a21psf9z","helpful","improve",77,"With"
"a21psf9z","random","trust",0,"With"
"a21psf9z","random","improve",0,"With"
"wlxuzlm2","opposite","trust",0,"With"
"wlxuzlm2","opposite","improve",0,"With"
"wlxuzlm2","random","trust",0,"With"
"wlxuzlm2","random","improve",0,"With"
"wlxuzlm2","bluebias","trust",74,"With"
"wlxuzlm2","bluebias","improve",74,"With"
"wlxuzlm2","helpful","trust",75,"With"
"wlxuzlm2","helpful","improve",75,"With"
"919esjvr","random","trust",0,"With"
"919esjvr","random","improve",0,"With"
"919esjvr","opposite","trust",24,"With"
"919esjvr","opposite","improve",49,"With"
"919esjvr","helpful","trust",98,"With"
"919esjvr","helpful","improve",76,"With"
"919esjvr","bluebias","trust",21,"With"
"919esjvr","bluebias","improve",34,"With"
"brez1vpk","helpful","trust",100,"With"
"brez1vpk","helpful","improve",50,"With"
"brez1vpk","bluebias","trust",24,"With"
"brez1vpk","bluebias","improve",50,"With"
"brez1vpk","random","trust",1,"With"
"brez1vpk","random","improve",50,"With"
"brez1vpk","opposite","trust",0,"With"
"brez1vpk","opposite","improve",50,"With"
"maukyr3k","helpful","trust",89,"With"
"maukyr3k","helpful","improve",89,"With"
"maukyr3k","opposite","trust",0,"With"
"maukyr3k","opposite","improve",0,"With"
"maukyr3k","random","trust",0,"With"
"maukyr3k","random","improve",0,"With"
"maukyr3k","bluebias","trust",21,"With"
"maukyr3k","bluebias","improve",25,"With"
"8b0yum1e","bluebias","trust",86,"With"
"8b0yum1e","bluebias","improve",84,"With"
"8b0yum1e","helpful","trust",94,"With"
"8b0yum1e","helpful","improve",92,"With"
"8b0yum1e","opposite","trust",0,"With"
"8b0yum1e","opposite","improve",5,"With"
"8b0yum1e","random","trust",0,"With"
"8b0yum1e","random","improve",0,"With"
"pvgqu7ye","random","trust",14,"With"
"pvgqu7ye","random","improve",20,"With"
"pvgqu7ye","opposite","trust",89,"With"
"pvgqu7ye","opposite","improve",78,"With"
"pvgqu7ye","helpful","trust",97,"With"
"pvgqu7ye","helpful","improve",97,"With"
"pvgqu7ye","bluebias","trust",66,"With"
"pvgqu7ye","bluebias","improve",87,"With"
"098ba6vj","random","trust",2,"With"
"098ba6vj","random","improve",4,"With"
"098ba6vj","helpful","trust",99,"With"
"098ba6vj","helpful","improve",99,"With"
"098ba6vj","opposite","trust",0,"With"
"098ba6vj","opposite","improve",0,"With"
"098ba6vj","bluebias","trust",48,"With"
"098ba6vj","bluebias","improve",49,"With"
"got4je7v","random","trust",0,"With"
"got4je7v","random","improve",0,"With"
"got4je7v","bluebias","trust",13,"With"
"got4je7v","bluebias","improve",14,"With"
"got4je7v","opposite","trust",0,"With"
"got4je7v","opposite","improve",63,"With"
"got4je7v","helpful","trust",100,"With"
"got4je7v","helpful","improve",100,"With"
"3s0pfbm9","opposite","trust",0,"With"
"3s0pfbm9","opposite","improve",0,"With"
"3s0pfbm9","bluebias","trust",24,"With"
"3s0pfbm9","bluebias","improve",25,"With"
"3s0pfbm9","helpful","trust",75,"With"
"3s0pfbm9","helpful","improve",75,"With"
"3s0pfbm9","random","trust",0,"With"
"3s0pfbm9","random","improve",0,"With"
"mw36vvtl","helpful","trust",74,"With"
"mw36vvtl","helpful","improve",60,"With"
"mw36vvtl","opposite","trust",0,"With"
"mw36vvtl","opposite","improve",0,"With"
"mw36vvtl","bluebias","trust",76,"With"
"mw36vvtl","bluebias","improve",76,"With"
"mw36vvtl","random","trust",43,"With"
